Year,GDP_Growth_%,Inflation_%,Unemployment_%,Population_Billion,FDI_Billion_$,Exports_Billion_$,Imports_Billion_$,Tech_Investment_Billion_$,Leading_Sector,Policy_Focus,Economic_Outlook
2027,7.89,3.64,6.65,1.53,140.07,783.42,692.56,63.45,Manufacturing,Digital Push,Strong
2047,5.5,4.94,6.91,1.48,131.89,843.73,792.28,66.82,Renewable Energy,Green Energy,Moderate
2047,6.31,5.35,5.5,1.54,155.76,687.03,714.14,84.3,Technology,PLI Scheme,Positive
2028,6.9,3.74,5.96,1.54,92.74,797.46,702.91,121.76,EV,Make in India,Strong
2043,7.45,5.16,6.41,1.47,144.17,812.33,588.71,77.53,Space,Make in India,Strong
2037,7.07,2.97,4.79,1.54,123.85,595.94,1067.26,77.96,Technology,Startup India,Strong
2026,7.16,4.47,6.41,1.55,76.87,867.19,969.01,98.35,Technology,Startup India,Very Strong
2047,8.83,3.34,4.77,1.41,45.1,996.77,858.02,106.86,Space,PLI Scheme,Very Strong
2037,6.23,4.86,6.77,1.51,90.05,739.43,799.84,45.26,AI,Smart Cities,Very Strong
2030,8.11,4.8,5.76,1.47,117.31,729.46,819.22,110.79,Manufacturing,Smart Cities,Strong
2050,6.92,5.65,4.76,1.57,120.93,724.44,711.23,76.9,Space,Startup India,Moderate
2042,7.64,5.19,5.62,1.47,108.52,824.47,661.26,87.95,Renewable Energy,Smart Cities,Positive
2041,8.9,4.08,5.66,1.43,108.75,811.29,920.44,118.37,Infrastructure,Digital Push,Very Strong
2040,7.75,3.44,7.27,1.5,106.85,559.12,783.29,85.67,Renewable Energy,PLI Scheme,Moderate
2048,7.5,4.6,6.37,1.46,135.78,646.07,865.6,59.36,Manufacturing,Digital Push,Very Strong
2040,8.48,4.16,5.24,1.54,74.09,810.88,587.26,60.52,Space,Smart Cities,Very Strong
2030,8.1,5.29,7.85,1.46,116.71,732.6,775.84,89.42,Technology,Startup India,Strong
2046,6.56,2.68,6.83,1.5,89.43,610.07,658.53,83.31,Space,Digital Push,Strong
2039,7.44,5.73,5.86,1.58,87.34,930.03,887.77,91.19,AI,Make in India,Very Strong
2027,5.83,4.57,4.65,1.55,139.41,654.03,959.34,81.97,Manufacturing,Startup India,Positive
2036,6.77,3.63,5.78,1.52,85.42,754.29,1024.36,114.83,EV,PLI Scheme,Very Strong
2044,7.45,4.71,5.98,1.49,106.51,729.42,731.94,90.5,EV,Green Energy,Positive
2032,6.72,5.11,6.57,1.52,158.96,620.56,662.09,54.74,Manufacturing,Green Energy,Moderate
2031,7.42,4.28,6.81,1.53,130.95,772.19,761.4,106.33,Infrastructure,Startup India,Very Strong
2027,7.19,2.96,7.01,1.45,98.63,797.05,722.1,128.13,Renewable Energy,Smart Cities,Positive
2031,7.63,3.99,4.59,1.54,100.69,693.88,880.37,93.1,Renewable Energy,Digital Push,Moderate
2043,6.86,4.93,6.41,1.44,79.32,709.66,623.61,94.65,Infrastructure,Digital Push,Moderate
2027,6.45,4.55,6.04,1.53,142.52,822.06,574.38,74.4,AI,Startup India,Strong
2043,8.38,4.09,8.88,1.44,135.28,512.98,771.5,85.15,Technology,Make in India,Moderate
2040,6.8,5.12,6.26,1.6,127.17,648.6,921.71,100.06,Biotech,PLI Scheme,Strong
2044,7.73,4.72,5.58,1.54,129.92,775.61,676.16,112.64,Biotech,Smart Cities,Moderate
2027,8.35,4.77,6.31,1.42,90.64,686.79,938.88,98.92,Technology,Make in India,Moderate
2045,7.33,3.91,6.19,1.5,71.3,685.08,871.15,126.36,EV,Startup India,Positive
2050,6.51,3.84,4.21,1.47,124.01,858.2,1036.55,91.97,AI,Startup India,Positive
2031,7.06,3.01,6.61,1.47,132.21,674.0,707.68,67.57,Infrastructure,Make in India,Strong
2026,8.01,4.02,5.89,1.51,150.18,987.5,595.09,68.14,Biotech,Green Energy,Very Strong
2049,7.36,4.85,6.17,1.45,104.98,539.46,903.8,114.69,Manufacturing,Startup India,Positive
2040,6.24,4.06,5.33,1.54,101.33,484.56,859.18,110.14,Space,PLI Scheme,Moderate
2048,7.68,4.51,5.11,1.54,104.02,855.47,848.35,57.11,Renewable Energy,Smart Cities,Strong
2035,7.82,4.98,7.08,1.52,126.77,631.93,673.3,85.81,Space,Make in India,Strong
2044,6.92,4.46,7.31,1.5,102.95,633.95,928.52,86.54,Manufacturing,Green Energy,Strong
2042,7.69,4.53,6.62,1.53,108.69,868.17,731.32,74.97,Renewable Energy,Make in India,Moderate
2030,7.4,3.25,4.39,1.54,130.78,690.33,848.29,61.79,Manufacturing,Green Energy,Positive
2029,7.04,3.97,6.68,1.52,94.35,859.24,755.66,74.53,Infrastructure,Green Energy,Very Strong
2035,6.17,5.41,4.4,1.43,144.78,676.75,869.61,70.93,Infrastructure,PLI Scheme,Strong
2049,8.06,4.27,5.54,1.46,125.83,793.5,652.68,62.27,AI,Smart Cities,Moderate
2042,7.81,5.53,7.07,1.49,63.56,688.63,889.95,106.58,Manufacturing,Startup India,Positive
2035,7.67,3.69,6.86,1.43,97.12,639.62,912.06,95.66,Manufacturing,Green Energy,Positive
2042,8.44,4.36,6.66,1.51,59.39,957.67,836.24,80.72,AI,Startup India,Very Strong
2045,7.96,3.93,7.51,1.57,105.08,883.98,1050.15,48.59,AI,Smart Cities,Strong
2049,7.75,4.61,6.76,1.56,97.54,662.8,849.0,84.02,Space,Startup India,Moderate
2030,5.43,4.83,4.18,1.54,130.87,728.59,948.63,100.42,Infrastructure,PLI Scheme,Positive
2027,8.16,4.62,5.83,1.54,87.97,927.15,832.94,75.28,Space,PLI Scheme,Moderate
2031,7.27,4.93,6.16,1.61,119.69,631.41,936.12,67.0,Infrastructure,Digital Push,Positive
2046,7.45,4.19,6.04,1.54,124.22,637.91,605.34,87.54,Space,PLI Scheme,Strong
2027,7.46,4.07,5.58,1.55,116.43,806.41,824.61,96.7,EV,Green Energy,Strong
2038,7.82,2.97,5.17,1.43,138.5,1022.46,662.23,50.0,Manufacturing,Smart Cities,Very Strong
2036,8.1,4.65,8.6,1.57,161.71,756.46,839.66,117.08,Space,PLI Scheme,Positive
2036,7.71,4.32,5.81,1.52,112.8,875.98,873.79,65.02,Space,Make in India,Moderate
2041,7.58,4.15,8.55,1.5,120.13,627.91,933.05,81.54,Infrastructure,Smart Cities,Positive
2036,7.39,4.07,5.06,1.48,87.99,793.33,888.59,113.63,Biotech,Green Energy,Moderate
2044,4.52,4.17,6.86,1.47,84.51,706.85,772.84,92.51,Infrastructure,Smart Cities,Very Strong
2040,6.97,4.03,6.43,1.56,135.85,974.0,714.5,111.92,Manufacturing,PLI Scheme,Positive
2050,6.45,3.83,5.28,1.5,132.54,941.84,492.05,121.07,AI,Make in India,Strong
2048,8.17,4.37,5.73,1.47,84.26,1023.53,829.64,60.81,Manufacturing,Digital Push,Moderate
2048,7.7,4.54,6.18,1.46,77.29,666.54,979.3,108.04,Biotech,Green Energy,Strong
2041,6.83,3.66,5.36,1.51,93.78,754.26,835.18,116.51,Technology,Green Energy,Very Strong
2036,6.91,3.92,5.94,1.48,106.47,795.02,808.13,82.48,Manufacturing,Smart Cities,Very Strong
2047,6.88,4.06,3.84,1.47,99.77,671.22,840.03,84.08,Technology,Startup India,Moderate
2041,6.87,4.2,6.91,1.43,114.01,765.73,765.72,51.74,Space,Startup India,Positive
2033,6.04,4.11,7.43,1.55,132.93,859.08,847.3,105.62,Manufacturing,Make in India,Strong
2029,5.87,4.66,6.65,1.49,121.55,683.96,763.31,39.3,Biotech,Digital Push,Strong
2033,7.22,3.04,8.46,1.45,123.4,665.6,694.16,109.38,Technology,Digital Push,Moderate
2029,8.06,3.17,6.88,1.49,48.71,657.64,809.46,61.65,Technology,Smart Cities,Moderate
2049,6.77,4.34,7.34,1.53,69.65,588.76,806.41,117.81,Biotech,Smart Cities,Moderate
2050,7.44,3.78,7.44,1.5,90.09,852.48,1082.52,97.93,Manufacturing,Startup India,Very Strong
2028,7.79,4.82,3.45,1.51,94.22,665.32,707.2,110.18,EV,PLI Scheme,Very Strong
2028,6.41,5.02,6.62,1.5,131.0,652.67,797.68,73.74,Infrastructure,Digital Push,Strong
2043,7.18,4.36,4.82,1.44,88.03,813.49,784.07,63.33,Renewable Energy,PLI Scheme,Positive
2044,6.67,3.45,5.02,1.55,126.67,748.73,757.32,54.73,Infrastructure,Digital Push,Moderate
2044,8.48,4.94,5.19,1.41,90.37,686.94,891.83,111.82,Technology,PLI Scheme,Very Strong
2046,8.45,4.34,5.89,1.52,79.98,847.28,1133.31,103.26,Space,PLI Scheme,Positive
2030,6.41,3.16,6.85,1.53,81.14,682.15,775.08,103.97,Manufacturing,Digital Push,Moderate
2043,7.51,3.22,6.63,1.49,166.46,488.77,892.23,95.83,Manufacturing,Make in India,Positive
2035,8.05,5.26,6.19,1.52,89.82,909.99,552.27,100.88,Space,Make in India,Moderate
2047,7.88,5.15,6.92,1.49,127.27,650.62,764.91,84.17,Manufacturing,Smart Cities,Positive
2046,7.27,2.44,6.98,1.52,71.05,663.73,1037.73,97.41,Manufacturing,PLI Scheme,Strong
2031,8.25,3.25,6.64,1.55,145.47,664.26,812.3,72.86,EV,PLI Scheme,Moderate
2026,6.48,5.0,4.48,1.46,118.73,757.15,890.33,83.15,Renewable Energy,PLI Scheme,Moderate
2030,6.96,4.19,5.46,1.53,116.85,717.09,732.81,150.87,AI,PLI Scheme,Strong
2034,6.5,4.69,6.23,1.58,120.35,868.57,856.06,90.78,Technology,PLI Scheme,Moderate
2037,7.83,4.16,6.93,1.51,123.1,947.41,1048.59,50.57,Renewable Energy,Startup India,Moderate
2039,6.73,4.66,4.87,1.47,130.23,668.5,657.59,81.83,Infrastructure,Green Energy,Very Strong
2027,7.06,4.2,6.19,1.61,95.02,637.44,1126.12,68.85,AI,PLI Scheme,Strong
2042,7.69,3.89,4.63,1.5,93.56,687.37,603.57,93.18,AI,Startup India,Very Strong
2039,7.76,4.94,7.23,1.51,111.23,802.69,752.03,72.21,Space,Make in India,Strong
2038,6.47,4.34,6.44,1.51,127.11,736.04,702.97,85.76,Manufacturing,PLI Scheme,Positive
2034,8.05,4.66,4.85,1.52,108.33,689.95,781.86,75.2,Renewable Energy,Make in India,Strong
2050,7.56,4.31,4.85,1.48,129.35,594.36,701.15,93.94,Space,Smart Cities,Strong
2040,6.33,3.86,6.59,1.51,125.45,484.93,690.54,77.45,Infrastructure,Green Energy,Very Strong
2050,6.14,5.33,7.57,1.55,104.58,629.43,653.86,97.14,Manufacturing,Digital Push,Moderate
2047,7.19,4.45,5.1,1.48,66.32,901.73,910.17,128.97,Manufacturing,Green Energy,Strong
2040,7.88,3.95,6.99,1.48,97.41,802.32,786.69,66.91,Biotech,PLI Scheme,Moderate
2049,7.9,5.09,5.66,1.49,153.57,727.02,750.07,104.48,Biotech,PLI Scheme,Strong
2036,7.48,3.28,7.02,1.45,118.5,837.57,859.52,40.94,Biotech,Green Energy,Very Strong
2041,7.24,5.77,6.88,1.47,94.01,595.45,610.75,85.34,EV,Green Energy,Strong
2042,7.61,4.07,6.36,1.46,116.27,756.81,862.89,94.58,Space,Smart Cities,Positive
2029,6.52,3.31,4.37,1.5,126.92,535.64,806.87,75.04,Technology,Make in India,Strong
2026,8.55,5.53,6.88,1.54,94.02,791.52,811.17,54.25,AI,Digital Push,Strong
2033,8.54,3.88,6.7,1.57,140.88,781.14,892.68,89.24,Infrastructure,Green Energy,Moderate
2042,7.54,4.37,6.61,1.5,122.39,784.0,1050.09,120.64,AI,Digital Push,Moderate
2028,7.36,4.7,6.4,1.52,82.5,890.11,865.22,87.07,Renewable Energy,Green Energy,Positive
2045,6.87,5.03,5.32,1.51,131.41,843.12,792.02,101.17,Technology,Make in India,Strong
2040,7.62,4.41,7.28,1.4,99.76,604.93,654.43,112.54,Manufacturing,Digital Push,Moderate
2040,6.65,3.75,7.1,1.44,105.52,891.93,485.29,139.43,Technology,Startup India,Strong
2049,5.42,4.35,5.12,1.54,84.6,724.87,837.9,68.95,Manufacturing,Make in India,Very Strong
2047,5.03,3.91,7.51,1.54,125.79,513.58,643.65,71.02,Space,Digital Push,Very Strong
2039,6.56,4.37,6.33,1.54,106.28,736.95,464.36,84.16,Biotech,Green Energy,Positive
2048,7.33,5.34,6.33,1.49,126.84,827.66,770.88,102.31,Technology,Green Energy,Very Strong
2039,7.47,4.73,6.02,1.4,96.23,628.34,853.53,43.59,Manufacturing,Make in India,Moderate
2049,6.81,4.34,6.12,1.45,93.36,909.94,924.2,103.08,AI,Make in India,Moderate
2027,7.31,4.72,7.57,1.46,91.34,639.2,968.58,92.97,Biotech,Green Energy,Positive
2038,6.98,4.77,7.23,1.53,119.9,692.27,942.6,79.32,Biotech,Digital Push,Strong
2039,6.4,3.45,7.21,1.48,92.99,670.23,946.36,98.51,Biotech,Startup India,Moderate
2049,7.16,4.23,6.38,1.58,104.92,544.92,614.47,107.79,AI,Smart Cities,Very Strong
2044,7.85,5.99,7.09,1.57,97.04,630.82,799.06,110.56,AI,Make in India,Moderate
2032,6.44,5.05,5.37,1.58,121.0,664.58,901.18,90.3,AI,Green Energy,Positive
2028,6.44,3.85,6.78,1.45,66.62,734.39,826.49,96.52,Biotech,Digital Push,Very Strong
2040,6.34,3.78,6.05,1.52,116.18,389.82,798.28,95.77,Technology,Make in India,Very Strong
2048,5.65,3.75,4.14,1.48,153.28,835.99,823.93,114.62,Manufacturing,Digital Push,Very Strong
2039,6.82,4.81,4.61,1.52,140.9,834.8,854.37,97.62,AI,Make in India,Positive
2036,7.77,5.33,5.54,1.46,94.58,891.78,809.23,102.9,Technology,Green Energy,Positive
2040,7.34,4.61,6.62,1.56,122.37,571.0,701.52,107.85,Manufacturing,Digital Push,Strong
2038,7.06,4.31,5.54,1.46,117.51,714.86,581.6,129.17,Biotech,Green Energy,Strong
2043,7.3,3.89,5.61,1.4,146.73,862.97,791.44,78.28,Technology,Digital Push,Strong
2031,6.81,4.43,6.96,1.6,47.25,873.3,828.05,122.51,Biotech,Make in India,Positive
2028,5.64,3.63,5.64,1.52,137.82,927.47,826.52,139.42,EV,Smart Cities,Very Strong
2044,7.83,2.84,7.53,1.45,103.31,762.33,953.41,79.56,AI,Smart Cities,Very Strong
2040,8.06,5.35,7.37,1.49,91.42,743.28,978.28,85.66,Renewable Energy,Startup India,Moderate
2050,6.62,3.5,6.22,1.47,90.7,563.05,805.44,81.43,Technology,Startup India,Strong
2048,7.08,3.97,6.95,1.5,77.5,877.79,806.44,103.14,AI,PLI Scheme,Very Strong
2030,7.01,4.66,6.82,1.54,94.65,694.76,900.24,52.77,Infrastructure,Green Energy,Very Strong
2035,7.48,5.2,5.95,1.53,83.01,754.07,879.72,80.01,Manufacturing,Digital Push,Very Strong
2032,8.55,4.38,7.06,1.51,114.51,746.06,758.04,84.53,EV,Startup India,Very Strong
2050,8.13,3.36,7.21,1.5,124.75,462.64,912.26,82.78,AI,Make in India,Positive
2042,6.9,3.99,5.25,1.55,103.59,652.63,799.51,82.58,Infrastructure,Smart Cities,Strong
2032,7.63,3.73,6.35,1.4,147.49,804.47,802.48,80.21,Technology,Digital Push,Very Strong
2047,8.2,4.17,6.34,1.46,96.29,744.17,880.71,105.55,Technology,PLI Scheme,Very Strong
2037,7.53,5.06,7.05,1.45,102.28,805.42,777.84,100.76,Infrastructure,Smart Cities,Very Strong
2050,7.2,2.42,5.76,1.55,98.18,844.06,833.25,124.07,EV,Digital Push,Very Strong
2042,7.56,3.91,5.6,1.46,124.97,651.21,861.66,105.6,Infrastructure,Startup India,Moderate
2038,6.64,3.86,6.37,1.44,127.49,688.18,934.4,68.05,Manufacturing,Startup India,Very Strong
2045,6.75,3.32,7.38,1.53,122.38,733.06,924.74,86.6,Technology,Green Energy,Very Strong
2050,6.35,4.61,5.0,1.45,106.9,842.82,857.39,84.48,Infrastructure,PLI Scheme,Very Strong
2029,7.45,3.21,5.18,1.48,76.48,721.91,454.77,95.1,Renewable Energy,Digital Push,Moderate
2035,7.09,3.29,5.68,1.62,102.01,536.27,854.07,111.86,Renewable Energy,PLI Scheme,Positive
2028,6.54,4.8,5.86,1.54,146.95,726.22,875.7,93.72,Infrastructure,Make in India,Moderate
2034,7.07,5.25,4.43,1.49,135.33,837.99,904.13,93.77,Manufacturing,PLI Scheme,Very Strong
2038,7.58,4.15,7.7,1.49,117.35,912.84,686.16,90.2,Technology,Startup India,Positive
2043,8.73,3.35,6.07,1.55,100.39,783.67,522.91,106.21,Renewable Energy,Green Energy,Very Strong
2040,8.01,3.71,5.92,1.53,109.66,571.68,932.86,78.62,Infrastructure,Startup India,Positive
2029,5.37,4.91,7.82,1.5,100.5,701.24,648.57,60.86,Biotech,Smart Cities,Very Strong
2040,7.39,4.28,6.92,1.51,139.83,807.01,991.1,102.89,Infrastructure,Startup India,Very Strong
2047,8.34,4.13,5.66,1.43,89.03,853.95,738.99,97.5,AI,Digital Push,Positive
2027,6.13,4.42,6.36,1.42,133.09,810.85,676.2,116.47,Infrastructure,Green Energy,Positive
2040,7.64,4.17,6.16,1.49,96.77,719.81,868.95,41.44,Manufacturing,Digital Push,Very Strong
2033,7.01,5.28,7.65,1.47,143.02,853.02,906.26,87.99,Renewable Energy,Make in India,Moderate
2033,8.12,3.68,6.03,1.53,120.67,673.13,897.92,92.13,AI,Make in India,Moderate
2042,7.52,3.6,4.76,1.51,91.27,772.16,890.23,59.78,Renewable Energy,Startup India,Moderate
2037,6.49,3.23,4.32,1.46,102.27,839.97,720.91,88.27,Renewable Energy,Green Energy,Moderate
2044,7.04,3.82,7.68,1.51,127.79,819.2,606.23,113.74,Manufacturing,PLI Scheme,Positive
2035,7.09,3.44,5.41,1.48,97.52,821.89,765.45,131.72,Infrastructure,Green Energy,Positive
2034,7.1,4.35,6.87,1.6,110.55,818.87,659.6,109.65,Manufacturing,Green Energy,Moderate
2030,8.1,4.21,6.27,1.52,97.18,624.16,880.56,83.51,Infrastructure,Green Energy,Strong
2031,6.53,3.44,5.78,1.42,153.98,752.11,942.39,115.23,AI,Startup India,Strong
2045,8.0,4.61,5.94,1.59,158.28,640.89,844.18,108.23,Manufacturing,Digital Push,Strong
2027,6.96,5.26,7.78,1.47,146.58,715.26,819.87,80.31,Manufacturing,Startup India,Very Strong
2049,7.38,4.45,4.75,1.45,106.89,609.74,776.54,78.36,Biotech,PLI Scheme,Moderate
2038,7.26,2.42,5.81,1.61,99.93,791.4,957.25,86.63,EV,Digital Push,Very Strong
2031,7.18,5.59,7.11,1.52,90.52,514.18,563.73,68.98,Technology,PLI Scheme,Positive
2030,7.19,4.72,4.92,1.54,148.39,824.07,651.14,83.78,Manufacturing,Smart Cities,Positive
2050,8.37,5.57,7.52,1.54,133.27,751.84,1075.74,99.74,EV,Smart Cities,Strong
2026,7.87,4.96,7.09,1.49,134.47,978.26,644.31,110.77,Space,Digital Push,Strong
2046,6.91,5.1,6.47,1.47,103.75,725.45,894.35,82.42,Technology,Startup India,Positive
2047,8.47,4.34,5.7,1.48,66.05,725.41,923.15,117.77,Biotech,PLI Scheme,Strong
2046,7.42,4.02,4.79,1.58,71.8,831.9,550.32,103.0,Infrastructure,PLI Scheme,Strong
2031,7.49,4.46,6.91,1.51,111.44,732.42,577.2,103.91,Space,Make in India,Positive
2031,6.53,3.7,8.95,1.57,96.93,782.98,997.06,71.62,Infrastructure,PLI Scheme,Very Strong
2048,6.8,4.5,6.35,1.5,94.06,869.33,683.79,126.16,Infrastructure,Startup India,Strong
2041,6.65,2.36,4.37,1.46,118.63,717.9,687.61,101.07,EV,Make in India,Very Strong
2029,7.27,4.23,6.66,1.43,135.34,893.43,747.08,83.35,EV,Startup India,Strong
2036,7.71,5.14,7.06,1.53,92.47,548.5,684.13,79.82,Technology,Green Energy,Moderate
2049,7.49,4.27,5.28,1.58,77.36,942.42,893.68,83.79,Infrastructure,PLI Scheme,Very Strong
2048,8.47,5.41,5.55,1.46,93.06,535.42,654.51,69.63,Renewable Energy,Green Energy,Very Strong
2034,6.49,4.02,5.45,1.53,83.9,912.26,544.79,109.77,Space,Smart Cities,Strong
2048,7.29,4.9,5.67,1.43,124.82,526.02,981.89,71.68,Manufacturing,Smart Cities,Very Strong
2028,6.17,3.59,6.03,1.47,109.9,987.67,661.39,95.8,EV,Digital Push,Moderate
2044,6.46,4.87,5.34,1.51,157.01,769.31,714.72,81.0,EV,PLI Scheme,Positive
2033,8.21,4.36,4.96,1.41,128.37,636.61,936.18,103.42,EV,Make in India,Moderate
2030,6.83,4.05,6.37,1.5,155.35,973.81,829.83,106.13,Technology,Green Energy,Positive
2029,6.56,2.4,6.02,1.46,74.9,619.34,975.73,77.12,Infrastructure,Startup India,Moderate
2049,5.5,4.02,5.76,1.53,28.68,722.72,938.32,89.32,Renewable Energy,PLI Scheme,Moderate
2031,6.55,4.35,6.28,1.49,116.07,1062.57,756.52,61.13,Manufacturing,Digital Push,Very Strong
2027,7.04,4.78,4.68,1.55,113.08,797.46,963.07,124.01,Manufacturing,Startup India,Moderate
2045,6.11,5.29,6.46,1.49,106.93,506.88,843.49,111.36,Infrastructure,Green Energy,Strong
2036,6.99,5.62,5.78,1.43,112.39,717.2,736.23,62.09,Renewable Energy,PLI Scheme,Strong
2029,8.22,5.07,6.44,1.43,81.9,706.59,860.66,72.66,Technology,Green Energy,Strong
2040,6.63,3.81,6.6,1.4,124.08,772.62,636.68,87.3,EV,PLI Scheme,Strong
2031,6.45,3.99,7.33,1.53,128.4,744.67,936.74,90.78,EV,PLI Scheme,Very Strong
2047,6.3,4.72,6.3,1.63,80.01,815.5,918.58,76.28,Space,Green Energy,Strong
2042,6.29,4.56,7.27,1.52,101.16,566.63,836.85,67.1,Space,Green Energy,Moderate
2049,7.63,5.34,5.88,1.58,102.7,684.25,551.44,97.9,Space,Startup India,Strong
2031,7.24,5.94,5.93,1.56,93.23,787.42,981.62,124.79,Biotech,Digital Push,Very Strong
2044,7.97,5.79,6.11,1.47,80.97,658.54,881.19,91.09,Infrastructure,Green Energy,Positive
2050,8.82,5.25,6.97,1.56,110.31,881.51,816.79,84.17,Manufacturing,Smart Cities,Moderate
2027,5.74,4.57,6.83,1.48,116.52,660.94,794.71,82.06,EV,Digital Push,Moderate
2040,7.5,5.14,6.34,1.48,94.75,767.2,744.86,68.07,Biotech,Smart Cities,Very Strong
2036,6.31,5.36,4.97,1.49,82.73,737.41,771.77,76.56,Manufacturing,Startup India,Positive
2033,7.83,4.1,6.81,1.49,120.26,628.24,927.69,112.72,Manufacturing,Green Energy,Strong
2044,6.98,3.83,5.34,1.53,90.82,757.26,747.66,48.58,Infrastructure,Digital Push,Positive
2038,7.22,3.66,5.28,1.47,102.27,592.57,781.6,91.4,AI,Green Energy,Moderate
2037,6.17,3.59,5.06,1.54,99.1,696.77,802.14,90.56,Space,PLI Scheme,Moderate
2030,6.86,3.23,6.12,1.54,141.14,753.63,805.97,92.37,Biotech,Green Energy,Moderate
2031,7.27,4.37,7.41,1.52,91.96,578.72,733.51,104.55,AI,Digital Push,Positive
2047,8.28,3.5,5.23,1.6,153.14,824.82,796.17,91.22,AI,Green Energy,Strong
2029,6.56,3.65,7.88,1.56,128.81,781.24,868.06,80.92,Biotech,Green Energy,Moderate
2044,6.76,4.69,7.11,1.55,155.52,813.84,693.33,76.87,Renewable Energy,Make in India,Very Strong
2045,7.96,4.33,4.74,1.5,126.62,750.3,796.82,115.97,Space,Make in India,Strong
2026,6.51,4.5,5.82,1.52,104.47,611.92,1090.34,110.82,Infrastructure,Digital Push,Moderate
2045,8.11,5.16,5.16,1.53,87.07,749.99,811.16,147.55,Biotech,Digital Push,Strong
2042,7.19,4.81,6.86,1.5,101.11,824.77,689.74,84.38,Manufacturing,PLI Scheme,Very Strong
2037,7.44,5.26,5.21,1.48,147.18,607.16,673.36,77.24,Biotech,PLI Scheme,Positive
2040,7.49,4.26,4.58,1.38,108.8,616.7,642.87,99.06,EV,Green Energy,Moderate
2026,6.71,5.33,5.87,1.54,126.52,720.47,1047.8,98.58,Biotech,Smart Cities,Very Strong
2039,7.51,4.45,7.37,1.55,115.17,705.44,961.12,102.73,Renewable Energy,Digital Push,Moderate
2031,6.58,4.32,6.01,1.44,116.24,748.06,639.45,106.94,Space,Green Energy,Moderate
2030,6.8,5.22,6.6,1.53,117.2,715.0,849.92,102.53,Space,Smart Cities,Positive
2036,7.65,3.59,6.64,1.47,122.38,769.2,991.48,111.5,AI,Make in India,Positive
2029,7.43,5.62,4.69,1.48,89.65,896.62,814.33,114.16,Technology,PLI Scheme,Strong
2038,7.14,4.0,5.3,1.57,103.13,814.61,751.17,114.52,Space,Digital Push,Very Strong
2036,6.19,3.35,6.21,1.45,117.73,756.74,1133.73,44.77,Space,Green Energy,Very Strong
2028,6.39,4.66,5.64,1.45,114.09,617.19,553.25,94.65,Renewable Energy,Make in India,Positive
2026,7.42,3.94,7.9,1.59,98.47,663.36,1188.56,71.54,Renewable Energy,Startup India,Moderate
2031,7.79,5.62,4.97,1.49,120.42,851.01,828.4,111.11,Infrastructure,Make in India,Strong
2043,6.31,3.9,5.29,1.56,90.72,693.78,1000.66,44.35,EV,Green Energy,Positive
2049,6.53,4.42,6.49,1.42,79.42,633.87,651.91,119.38,Renewable Energy,PLI Scheme,Strong
2035,7.31,3.2,5.57,1.42,117.37,1001.76,718.42,72.71,Biotech,Smart Cities,Strong
2030,7.29,4.77,3.31,1.45,80.04,932.94,668.81,68.12,EV,Startup India,Very Strong
2048,5.9,3.66,8.13,1.48,117.0,735.07,805.86,97.12,Infrastructure,Startup India,Strong
2035,7.33,4.69,5.13,1.43,61.13,620.08,863.08,82.53,Biotech,PLI Scheme,Very Strong
2037,6.72,3.9,6.76,1.52,91.88,836.8,969.35,125.59,Space,Startup India,Moderate
2027,8.51,2.77,4.95,1.52,101.81,691.19,580.4,117.26,Technology,Digital Push,Moderate
2038,7.4,4.29,5.34,1.46,69.83,856.62,841.96,79.78,Manufacturing,Green Energy,Positive
2033,7.54,4.26,4.58,1.46,100.68,691.31,945.29,110.85,Manufacturing,Startup India,Moderate
2027,7.56,4.82,5.46,1.47,139.63,947.45,971.51,79.09,AI,Make in India,Very Strong
2045,6.23,5.29,5.56,1.44,78.24,687.75,758.33,78.92,Space,Smart Cities,Strong
2026,8.76,5.54,6.07,1.36,101.37,1033.77,760.07,104.28,AI,Green Energy,Strong
2030,5.9,4.8,5.83,1.5,152.57,773.41,807.12,119.12,Technology,PLI Scheme,Moderate
2034,7.84,4.4,4.76,1.48,83.45,916.12,846.05,81.18,Manufacturing,Make in India,Very Strong
2042,7.69,3.2,5.68,1.48,144.93,685.19,1002.36,82.7,AI,Digital Push,Strong
2034,6.82,4.34,7.65,1.45,103.02,592.64,650.59,96.02,Space,Startup India,Moderate
2036,7.73,4.35,7.53,1.54,112.55,473.25,709.92,72.12,EV,Make in India,Very Strong
2040,6.95,4.06,6.66,1.62,142.29,903.19,633.6,121.31,Renewable Energy,Green Energy,Very Strong
2049,6.66,4.64,6.86,1.46,97.87,758.16,879.89,71.93,Infrastructure,Make in India,Strong
2031,7.58,4.99,8.26,1.57,125.78,600.29,974.19,77.34,Biotech,Digital Push,Positive
2048,6.39,3.63,6.77,1.52,132.11,908.18,621.06,125.34,AI,Smart Cities,Positive
2028,7.02,3.62,6.84,1.5,93.73,888.72,832.42,94.29,Technology,Startup India,Very Strong
2042,6.72,4.1,4.64,1.48,90.96,915.89,964.06,128.87,Biotech,Green Energy,Very Strong
2030,6.93,3.77,5.09,1.5,104.28,589.23,929.84,85.61,Manufacturing,Startup India,Moderate
2037,7.55,3.05,6.17,1.56,105.07,899.57,928.19,140.39,Space,Startup India,Very Strong
2043,6.72,3.5,5.39,1.44,83.03,796.09,653.42,102.31,Technology,PLI Scheme,Moderate
